date,city,pm25,pm10,no2,nh3,so2,co,o3,temperature,humidity,aqi
2025-12-17,Kochi,39.4,59.1,37.5,4.5,8.1,50.7,33.8,18.0,69.3,67
2025-12-24,Kochi,42.4,63.6,37.7,6.0,14.5,5.0,45.2,18.0,71.1,90
2025-01-01,Kolkata,66.8,100.2,54.9,8.8,16.8,78.3,12.1,15.2,63.1,100
2025-01-08,Kolkata,72.6,108.9,55.7,5.8,10.6,59.0,33.2,15.5,64.9,108
2025-01-15,Kolkata,71.7,107.5,51.4,8.3,11.9,32.2,37.7,16.0,66.5,107
2025-01-22,Kolkata,73.5,110.2,49.3,5.4,15.0,23.3,8.4,16.6,68.1,110
2025-01-29,Kolkata,68.6,102.9,43.2,7.1,14.7,46.5,22.8,17.3,69.6,102
2025-02-05,Kolkata,89.6,134.4,53.2,8.1,22.4,27.6,15.0,18.1,70.9,134
2025-02-12,Kolkata,93.2,139.8,52.4,9.6,20.4,58.3,29.2,19.1,72.1,139
2025-02-19,Kolkata,78.6,117.8,42.0,8.2,13.5,22.6,14.4,20.1,73.0,117
2025-02-26,Kolkata,96.6,145.0,49.3,12.0,20.0,66.7,24.2,21.1,73.8,144
2025-03-05,Kolkata,100.3,150.5,49.1,9.9,12.1,47.5,27.3,22.3,74.4,150
2025-03-12,Kolkata,90.9,136.3,42.9,9.4,9.8,101.8,16.1,23.5,74.8,136
2025-03-19,Kolkata,93.2,139.7,42.6,10.9,19.4,41.3,24.2,24.7,75.0,139
2025-03-26,Kolkata,83.0,124.5,36.9,8.9,15.5,45.3,32.2,25.9,74.9,124
2025-04-02,Kolkata,112.0,168.0,48.7,8.9,10.6,40.0,40.2,27.1,74.7,168
2025-04-09,Kolkata,129.3,193.9,55.2,7.4,20.5,41.5,9.8,28.2,74.2,193
2025-04-16,Kolkata,108.9,163.3,45.9,11.2,13.1,77.2,31.3,29.3,73.5,163
2025-04-23,Kolkata,108.5,162.8,45.4,7.6,14.4,56.2,13.4,30.4,72.6,162
2025-04-30,Kolkata,86.1,129.1,35.9,7.3,8.4,70.2,17.0,31.4,71.6,129
2025-05-07,Kolkata,114.3,171.4,47.7,10.3,10.3,92.5,19.7,32.2,70.4,171
2025-05-14,Kolkata,128.1,192.1,53.8,6.4,11.5,65.2,24.1,33.0,69.0,192
2025-05-21,Kolkata,96.5,144.8,41.0,6.0,15.3,34.9,32.7,33.7,67.5,144
2025-05-28,Kolkata,120.2,180.4,51.9,4.6,11.0,49.4,39.1,34.2,65.8,180
2025-06-04,Kolkata,123.2,184.8,54.3,8.1,11.2,40.2,29.1,34.6,64.1,184
2025-06-11,Kolkata,107.6,161.5,48.7,10.8,13.1,40.9,5.0,34.9,62.4,161
2025-06-18,Kolkata,104.5,156.7,48.7,5.3,13.5,50.5,27.6,35.0,60.6,156
2025-06-25,Kolkata,107.1,160.7,51.8,7.1,4.4,49.7,19.5,35.0,58.8,160
2025-07-02,Kolkata,85.6,128.4,43.0,7.3,21.6,65.1,19.9,34.8,57.0,128
2025-07-09,Kolkata,88.6,132.9,46.6,5.3,10.0,60.1,28.4,34.5,55.2,132
2025-07-16,Kolkata,107.6,161.4,59.4,11.0,5.6,39.4,28.3,34.0,53.6,161
2025-07-23,Kolkata,80.6,120.9,46.9,6.2,14.7,54.3,42.8,33.5,52.0,120
2025-07-30,Kolkata,80.0,120.0,49.4,8.8,18.4,63.9,34.2,32.7,50.5,120
2025-08-06,Kolkata,68.5,102.7,44.9,5.6,11.6,56.1,14.7,31.9,49.2,102
2025-08-13,Kolkata,67.2,100.8,47.0,8.4,15.8,56.2,30.0,31.0,48.0,100
2025-08-20,Kolkata,54.7,82.1,40.9,8.4,17.4,49.6,29.2,30.0,47.0,86
2025-08-27,Kolkata,64.7,97.1,51.9,6.4,13.1,31.2,34.3,28.9,46.2,97
2025-09-03,Kolkata,57.5,86.2,49.4,2.0,11.7,47.5,16.7,27.8,45.6,86
2025-09-10,Kolkata,59.1,88.7,54.4,7.9,13.8,20.3,22.7,26.6,45.2,88
2025-09-17,Kolkata,51.8,77.7,51.0,11.0,8.2,45.5,27.9,25.4,45.0,77
2025-09-24,Kolkata,36.9,55.4,38.7,8.8,19.5,48.1,46.0,24.2,45.0,97
2025-10-01,Kolkata,47.2,70.7,52.2,8.3,19.1,41.8,23.5,23.0,45.3,95
2025-10-08,Kolkata,36.2,54.3,42.1,4.9,5.6,52.6,26.1,21.9,45.8,54
2025-10-15,Kolkata,31.8,47.7,38.3,11.2,17.1,13.9,19.8,20.7,46.4,85
2025-10-22,Kolkata,33.7,50.5,41.6,4.5,21.9,55.7,47.7,19.7,47.3,109
2025-10-29,Kolkata,28.1,42.1,35.1,7.9,11.5,72.0,28.2,18.7,48.3,57
2025-11-05,Kolkata,27.3,40.9,33.9,7.4,24.1,57.8,32.0,17.8,49.6,120
2025-11-12,Kolkata,45.2,67.8,55.3,5.3,21.6,36.7,28.4,17.0,50.9,107
2025-11-19,Kolkata,48.6,73.0,57.7,9.9,12.5,82.7,17.3,16.4,52.4,72
2025-11-26,Kolkata,51.7,77.6,58.8,10.0,13.1,5.0,8.5,15.8,54.0,77
2025-12-03,Kolkata,46.7,70.1,50.4,7.4,14.2,62.9,9.7,15.4,55.7,70
2025-12-10,Kolkata,45.8,68.7,46.5,8.8,8.4,40.8,22.7,15.1,57.5,68
2025-12-17,Kolkata,49.7,74.5,47.3,8.1,9.3,52.5,39.2,15.0,59.3,78
2025-12-24,Kolkata,39.8,59.7,35.4,11.2,18.7,37.3,38.4,15.0,61.1,93
2025-01-01,Lucknow,70.1,105.1,57.6,8.5,13.8,80.3,19.2,15.2,63.1,105
2025-01-08,Lucknow,75.2,112.9,57.7,11.3,5.3,98.3,21.9,15.5,64.9,112
2025-01-15,Lucknow,76.9,115.4,55.1,12.7,29.8,65.9,7.3,16.0,66.5,148
2025-01-22,Lucknow,88.9,133.3,59.7,10.0,18.8,75.7,9.5,16.6,68.1,133
2025-01-29,Lucknow,102.8,154.2,64.8,11.0,22.6,74.5,34.0,17.3,69.6,154
2025-02-05,Lucknow,104.2,156.3,62.0,9.1,11.1,31.4,12.9,18.1,70.9,156
2025-02-12,Lucknow,105.7,158.5,59.5,12.7,23.4,22.1,7.5,19.1,72.1,158
2025-02-19,Lucknow,95.0,142.6,50.8,2.0,17.1,52.6,26.4,20.1,73.0,142
2025-02-26,Lucknow,124.2,186.3,63.4,14.4,12.9,69.0,42.6,21.1,73.8,186
2025-03-05,Lucknow,138.9,208.3,68.0,12.2,14.9,55.5,27.0,22.3,74.4,208
2025-03-12,Lucknow,125.4,188.1,59.2,9.4,9.5,81.5,17.0,23.5,74.8,188
2025-03-19,Lucknow,151.5,227.2,69.2,10.8,7.3,117.7,26.4,24.7,75.0,227
2025-03-26,Lucknow,132.2,198.3,58.8,13.4,7.4,46.1,28.0,25.9,74.9,198
2025-04-02,Lucknow,125.2,187.8,54.4,9.5,5.0,44.1,12.6,27.1,74.7,187
2025-04-09,Lucknow,121.0,181.4,51.6,14.9,28.5,58.6,23.4,28.2,74.2,181
2025-04-16,Lucknow,119.9,179.9,50.6,12.7,22.2,19.1,19.6,29.3,73.5,179
2025-04-23,Lucknow,132.0,198.0,55.2,13.5,17.5,35.0,31.8,30.4,72.6,198
2025-04-30,Lucknow,176.2,264.3,73.4,10.9,14.3,41.0,31.2,31.4,71.6,264
2025-05-07,Lucknow,145.1,217.6,60.5,9.3,19.8,12.8,17.9,32.2,70.4,217
2025-05-14,Lucknow,137.3,205.9,57.7,3.0,22.8,95.2,5.9,33.0,69.0,205
2025-05-21,Lucknow,143.8,215.8,61.1,9.1,20.4,97.4,27.8,33.7,67.5,215
2025-05-28,Lucknow,159.5,239.3,68.9,6.6,11.1,56.5,14.3,34.2,65.8,239
2025-06-04,Lucknow,121.8,182.7,53.7,6.9,9.2,39.6,21.7,34.6,64.1,182
2025-06-11,Lucknow,147.5,221.2,66.7,12.9,11.5,60.8,17.5,34.9,62.4,221
2025-06-18,Lucknow,134.1,201.2,62.5,9.2,18.8,62.2,5.0,35.0,60.6,201
2025-06-25,Lucknow,78.2,117.3,37.8,5.6,8.1,90.3,20.9,35.0,58.8,117
2025-07-02,Lucknow,118.3,177.4,59.5,5.8,11.5,74.2,18.3,34.8,57.0,177
2025-07-09,Lucknow,104.7,157.0,55.0,12.7,18.2,63.0,14.0,34.5,55.2,156
2025-07-16,Lucknow,98.1,147.1,54.2,15.9,27.7,52.6,25.3,34.0,53.6,147
2025-07-23,Lucknow,109.5,164.2,63.8,13.4,10.3,27.0,24.3,33.5,52.0,164
2025-07-30,Lucknow,92.9,139.4,57.3,8.1,26.2,47.5,35.9,32.7,50.5,139
2025-08-06,Lucknow,93.8,140.6,61.5,10.7,14.4,72.5,22.7,31.9,49.2,140
2025-08-13,Lucknow,89.8,134.7,62.8,9.5,17.2,89.4,10.4,31.0,48.0,134
2025-08-20,Lucknow,80.5,120.8,60.3,13.3,29.2,110.8,15.2,30.0,47.0,145
2025-08-27,Lucknow,81.3,121.9,65.2,7.6,29.2,41.7,9.1,28.9,46.2,145
2025-09-03,Lucknow,73.8,110.8,63.4,6.0,8.2,73.9,22.2,27.8,45.6,110
2025-09-10,Lucknow,66.4,99.6,61.1,5.2,28.3,36.5,26.0,26.6,45.2,141
2025-09-17,Lucknow,54.0,81.0,53.1,11.8,14.6,75.5,28.4,25.4,45.0,80
2025-09-24,Lucknow,51.1,76.6,53.5,4.7,7.9,55.9,10.8,24.2,45.0,76
2025-10-01,Lucknow,60.4,90.7,67.0,11.8,11.5,99.5,17.1,23.0,45.3,90
2025-10-08,Lucknow,43.3,64.9,50.3,14.4,9.3,66.6,26.0,21.9,45.8,72
2025-10-15,Lucknow,48.1,72.2,58.1,8.6,6.3,73.2,21.0,20.7,46.4,72
2025-10-22,Lucknow,45.3,67.9,56.0,9.6,25.7,52.5,28.3,19.7,47.3,128
2025-10-29,Lucknow,43.6,65.5,54.5,9.5,24.0,38.8,18.5,18.7,48.3,120
2025-11-05,Lucknow,57.7,86.6,71.9,12.0,18.3,59.0,12.0,17.8,49.6,91
2025-11-12,Lucknow,45.9,68.9,56.2,6.8,19.5,90.5,17.1,17.0,50.9,97
2025-11-19,Lucknow,48.6,72.9,57.6,10.2,23.8,41.6,24.7,16.4,52.4,119
2025-11-26,Lucknow,57.0,85.5,64.7,7.9,19.1,70.4,26.9,15.8,54.0,95
2025-12-03,Lucknow,41.8,62.7,45.1,6.5,15.2,49.4,17.1,15.4,55.7,75
2025-12-10,Lucknow,52.8,79.2,53.7,9.1,20.0,73.9,28.1,15.1,57.5,99
2025-12-17,Lucknow,57.5,86.2,54.7,9.9,20.8,13.0,18.4,15.0,59.3,104
2025-12-24,Lucknow,63.6,95.4,56.5,11.0,14.1,47.9,9.5,15.0,61.1,95
2025-01-01,Ludhiana,55.5,83.3,45.6,7.1,26.5,28.5,27.6,12.2,63.1,132
2025-01-08,Ludhiana,75.3,112.9,57.7,6.7,17.9,75.1,11.9,12.5,64.9,112
2025-01-15,Ludhiana,79.5,119.3,57.0,12.9,12.8,59.2,7.9,13.0,66.5,119
2025-01-22,Ludhiana,79.9,119.8,53.6,10.9,23.0,69.3,18.9,13.6,68.1,119
2025-01-29,Ludhiana,83.2,124.7,52.4,8.5,15.0,74.1,6.1,14.3,69.6,124
2025-02-05,Ludhiana,80.0,120.0,47.6,10.7,7.5,18.2,12.5,15.1,70.9,120
2025-02-12,Ludhiana,102.4,153.6,57.6,7.8,23.1,60.4,16.6,16.1,72.1,153
2025-02-19,Ludhiana,98.6,147.8,52.7,7.0,17.4,61.5,21.5,17.1,73.0,147
2025-02-26,Ludhiana,110.5,165.7,56.4,7.3,17.9,53.4,22.1,18.1,73.8,165
2025-03-05,Ludhiana,119.9,179.8,58.7,16.3,17.8,44.3,32.7,19.3,74.4,179
2025-03-12,Ludhiana,110.7,166.0,52.2,10.3,16.7,54.2,27.5,20.5,74.8,166
2025-03-19,Ludhiana,122.3,183.5,55.9,6.2,14.7,98.8,35.0,21.7,75.0,183
2025-03-26,Ludhiana,130.5,195.7,58.0,6.3,11.6,46.7,14.3,22.9,74.9,195
2025-04-02,Ludhiana,134.2,201.3,58.3,8.2,17.8,70.6,19.4,24.1,74.7,201
2025-04-09,Ludhiana,141.4,212.1,60.4,4.1,17.0,37.4,6.6,25.2,74.2,212
2025-04-16,Ludhiana,121.0,181.5,51.0,10.9,10.8,63.5,22.5,26.3,73.5,181
2025-04-23,Ludhiana,138.3,207.5,57.8,7.0,11.7,49.1,28.8,27.4,72.6,207
2025-04-30,Ludhiana,141.4,212.0,58.9,9.3,10.1,17.1,12.0,28.4,71.6,212
2025-05-07,Ludhiana,118.5,177.8,49.5,7.8,17.8,39.0,32.9,29.2,70.4,177
2025-05-14,Ludhiana,137.3,206.0,57.7,3.5,22.1,74.6,33.4,30.0,69.0,205
2025-05-21,Ludhiana,133.6,200.5,56.8,2.0,17.1,61.8,23.7,30.7,67.5,200
2025-05-28,Ludhiana,119.6,179.4,51.6,2.0,15.6,73.6,18.5,31.2,65.8,179
2025-06-04,Ludhiana,125.7,188.5,55.4,6.1,14.0,39.9,11.8,31.6,64.1,188
2025-06-11,Ludhiana,124.9,187.3,56.5,9.4,13.5,44.6,26.5,31.9,62.4,187
2025-06-18,Ludhiana,134.8,202.1,62.8,8.3,5.8,64.3,33.2,32.0,60.6,202
2025-06-25,Ludhiana,104.8,157.2,50.6,5.7,19.7,65.0,17.4,32.0,58.8,157
2025-07-02,Ludhiana,128.2,192.3,64.4,10.2,18.2,74.2,11.1,31.8,57.0,192
2025-07-09,Ludhiana,112.6,168.9,59.2,10.7,14.6,39.6,24.0,31.5,55.2,168
2025-07-16,Ludhiana,109.1,163.7,60.3,11.3,10.7,55.2,30.4,31.0,53.6,163
2025-07-23,Ludhiana,102.7,154.1,59.8,3.0,20.7,71.8,16.1,30.5,52.0,154
2025-07-30,Ludhiana,81.3,121.9,50.2,10.6,19.4,44.1,19.2,29.7,50.5,121
2025-08-06,Ludhiana,75.1,112.6,49.3,9.6,21.7,28.5,30.1,28.9,49.2,112
2025-08-13,Ludhiana,77.6,116.5,54.3,9.6,12.1,54.6,30.8,28.0,48.0,116
2025-08-20,Ludhiana,65.9,98.8,49.3,9.5,16.1,9.7,29.4,27.0,47.0,98
2025-08-27,Ludhiana,74.5,111.8,59.7,16.7,25.8,59.4,15.4,25.9,46.2,129
2025-09-03,Ludhiana,67.4,101.1,57.9,9.6,23.0,25.5,25.4,24.8,45.6,114
2025-09-10,Ludhiana,57.4,86.1,52.8,8.1,25.4,64.1,27.6,23.6,45.2,126
2025-09-17,Ludhiana,50.4,75.6,49.6,8.7,18.2,52.4,8.1,22.4,45.0,90
2025-09-24,Ludhiana,56.2,84.3,58.9,9.5,29.4,69.9,23.4,21.2,45.0,146
2025-10-01,Ludhiana,57.9,86.9,64.2,7.3,19.0,61.9,8.5,20.0,45.3,94
2025-10-08,Ludhiana,46.0,69.0,53.4,11.1,22.5,76.1,20.5,18.9,45.8,112
2025-10-15,Ludhiana,47.9,71.9,57.8,7.8,19.0,58.7,25.4,17.7,46.4,95
2025-10-22,Ludhiana,46.0,69.0,56.9,2.5,14.2,47.9,30.3,16.7,47.3,71
2025-10-29,Ludhiana,45.4,68.1,56.8,9.7,18.3,60.9,25.8,15.7,48.3,91
2025-11-05,Ludhiana,51.6,77.4,64.2,14.2,6.9,62.4,42.9,14.8,49.6,85
2025-11-12,Ludhiana,46.5,69.8,56.9,6.8,17.8,67.1,20.7,14.0,50.9,88
2025-11-19,Ludhiana,44.4,66.7,52.7,3.1,15.4,31.5,20.8,13.4,52.4,77
2025-11-26,Ludhiana,46.1,69.2,52.4,12.8,12.6,31.1,19.1,12.8,54.0,69
2025-12-03,Ludhiana,47.8,71.7,51.5,13.0,15.6,63.2,27.3,12.4,55.7,77
2025-12-10,Ludhiana,60.1,90.1,61.0,7.2,17.6,64.6,12.2,12.1,57.5,90
2025-12-17,Ludhiana,53.3,79.9,50.7,6.8,25.9,81.2,20.9,12.0,59.3,129
2025-12-24,Ludhiana,58.0,86.9,51.6,12.5,24.5,68.9,8.8,12.0,61.1,122
2025-01-01,Meerut,64.5,96.7,53.0,16.2,16.2,78.2,15.2,15.2,63.1,96
2025-01-08,Meerut,77.1,115.6,59.1,9.3,27.7,38.7,25.0,15.5,64.9,138
2025-01-15,Meerut,89.5,134.3,64.1,5.2,24.8,49.7,30.1,16.0,66.5,134
2025-01-22,Meerut,88.8,133.1,59.6,5.7,9.9,68.4,9.0,16.6,68.1,133
2025-01-29,Meerut,114.9,172.4,72.4,10.5,21.6,86.1,11.5,17.3,69.6,172
2025-02-05,Meerut,101.8,152.7,60.5,13.2,13.6,80.3,23.7,18.1,70.9,152
2025-02-12,Meerut,101.3,152.0,57.0,5.1,23.0,47.8,25.0,19.1,72.1,151
2025-02-19,Meerut,99.9,149.9,53.4,8.2,19.8,40.9,17.7,20.1,73.0,149
2025-02-26,Meerut,103.4,155.1,52.8,13.5,28.4,53.1,17.7,21.1,73.8,155
2025-03-05,Meerut,122.4,183.6,60.0,11.0,21.3,25.7,18.4,22.3,74.4,183
2025-03-12,Meerut,123.5,185.3,58.3,9.5,12.0,104.0,18.8,23.5,74.8,185
2025-03-19,Meerut,125.3,187.9,57.3,5.8,25.1,26.5,28.3,24.7,75.0,187
2025-03-26,Meerut,148.7,223.0,66.1,10.5,12.4,93.4,36.7,25.9,74.9,223
2025-04-02,Meerut,110.6,165.9,48.1,6.1,7.4,33.8,24.4,27.1,74.7,165
2025-04-09,Meerut,122.6,184.0,52.4,12.8,13.6,75.5,24.2,28.2,74.2,183
2025-04-16,Meerut,137.2,205.8,57.8,9.9,18.3,52.4,13.3,29.3,73.5,205
2025-04-23,Meerut,120.4,180.6,50.3,4.9,24.9,32.9,29.1,30.4,72.6,180
2025-04-30,Meerut,127.9,191.9,53.3,5.0,22.3,79.5,11.9,31.4,71.6,191
2025-05-07,Meerut,127.3,191.0,53.1,11.3,15.8,20.0,16.2,32.2,70.4,190
2025-05-14,Meerut,149.6,224.4,62.8,13.3,7.6,60.9,19.7,33.0,69.0,224
2025-05-21,Meerut,159.7,239.6,67.8,10.6,14.3,64.3,33.0,33.7,67.5,239
2025-05-28,Meerut,141.5,212.3,61.1,6.6,26.9,34.2,31.1,34.2,65.8,212
2025-06-04,Meerut,141.5,212.3,62.4,11.2,15.0,22.7,16.9,34.6,64.1,212
2025-06-11,Meerut,109.6,164.4,49.6,13.6,17.9,56.4,25.5,34.9,62.4,164
2025-06-18,Meerut,123.5,185.2,57.6,6.3,27.1,61.7,22.2,35.0,60.6,185
2025-06-25,Meerut,123.7,185.5,59.7,6.3,8.2,19.5,17.2,35.0,58.8,185
2025-07-02,Meerut,131.4,197.1,66.1,9.9,16.7,94.0,27.5,34.8,57.0,197
2025-07-09,Meerut,139.4,209.1,73.3,7.0,20.8,18.9,15.1,34.5,55.2,209
2025-07-16,Meerut,119.3,178.9,65.9,12.4,23.4,14.9,18.3,34.0,53.6,178
2025-07-23,Meerut,99.7,149.6,58.1,10.3,15.2,34.8,12.8,33.5,52.0,149
2025-07-30,Meerut,100.9,151.4,62.3,14.0,24.1,84.6,13.8,32.7,50.5,151
2025-08-06,Meerut,101.0,151.6,66.3,6.3,12.2,73.4,12.8,31.9,49.2,151
2025-08-13,Meerut,74.4,111.6,52.1,2.0,10.8,39.9,15.3,31.0,48.0,111
2025-08-20,Meerut,77.6,116.4,58.1,7.1,11.1,66.2,15.4,30.0,47.0,116
2025-08-27,Meerut,75.0,112.5,60.1,15.5,10.8,35.2,27.0,28.9,46.2,112
2025-09-03,Meerut,79.2,118.8,68.1,11.6,19.6,39.3,19.9,27.8,45.6,118
2025-09-10,Meerut,63.4,95.1,58.4,10.9,18.2,63.9,18.0,26.6,45.2,95
2025-09-17,Meerut,56.1,84.1,55.2,12.2,6.2,76.2,23.4,25.4,45.0,84
2025-09-24,Meerut,59.4,89.1,62.2,15.7,22.0,69.8,7.1,24.2,45.0,110
2025-10-01,Meerut,49.7,74.5,55.0,7.6,21.4,51.5,12.8,23.0,45.3,106
2025-10-08,Meerut,49.0,73.5,56.9,12.0,13.3,58.3,17.8,21.9,45.8,73
2025-10-15,Meerut,54.9,82.4,66.2,17.3,20.9,53.4,25.2,20.7,46.4,104
2025-10-22,Meerut,44.7,67.1,55.3,12.1,16.3,40.1,36.1,19.7,47.3,81
2025-10-29,Meerut,48.0,72.0,60.0,7.4,16.6,45.3,27.2,18.7,48.3,82
2025-11-05,Meerut,42.2,63.3,52.5,4.7,12.2,53.5,15.2,17.8,49.6,63
2025-11-12,Meerut,56.4,84.6,69.0,11.3,23.0,84.6,27.6,17.0,50.9,115
2025-11-19,Meerut,57.1,85.6,67.7,15.9,10.1,23.9,22.9,16.4,52.4,85
2025-11-26,Meerut,46.1,69.1,52.3,13.9,16.2,43.8,21.3,15.8,54.0,80
2025-12-03,Meerut,52.7,79.0,56.8,7.1,26.6,66.8,5.0,15.4,55.7,132
2025-12-10,Meerut,61.1,91.6,62.0,12.3,26.4,75.1,18.9,15.1,57.5,132
2025-12-17,Meerut,62.8,94.1,59.8,5.3,13.2,65.3,35.7,15.0,59.3,94
2025-12-24,Meerut,64.4,96.6,57.3,6.7,14.9,51.7,15.4,15.0,61.1,96
2025-01-01,Mumbai,54.5,81.8,44.8,10.2,25.6,73.1,43.1,20.2,63.1,127
2025-01-08,Mumbai,74.5,111.8,57.1,8.8,19.1,32.3,24.9,20.5,64.9,111
2025-01-15,Mumbai,87.5,131.3,62.7,14.4,13.5,73.1,33.2,21.0,66.5,131
2025-01-22,Mumbai,71.2,106.8,47.8,4.0,11.2,27.1,25.5,21.6,68.1,106
2025-01-29,Mumbai,66.8,100.1,42.1,9.6,20.9,51.1,22.2,22.3,69.6,104
2025-02-05,Mumbai,86.8,130.2,51.6,3.9,20.2,83.1,22.9,23.1,70.9,130
2025-02-12,Mumbai,71.2,106.8,40.1,11.1,19.0,43.2,35.4,24.1,72.1,106
2025-02-19,Mumbai,97.2,145.8,52.0,3.3,12.7,72.0,12.7,25.1,73.0,145
2025-02-26,Mumbai,98.6,147.9,50.3,4.5,13.3,19.5,24.7,26.1,73.8,147
2025-03-05,Mumbai,99.9,149.8,48.9,5.2,21.3,52.7,9.9,27.3,74.4,149
2025-03-12,Mumbai,116.9,175.4,55.2,9.2,5.1,76.9,26.8,28.5,74.8,175
2025-03-19,Mumbai,122.2,183.3,55.8,7.1,6.4,58.9,25.1,29.7,75.0,183
2025-03-26,Mumbai,101.5,152.2,45.1,9.0,22.0,5.0,12.8,30.9,74.9,152
2025-04-02,Mumbai,119.0,178.5,51.7,11.1,6.8,50.1,33.9,32.1,74.7,178
2025-04-09,Mumbai,121.9,182.8,52.0,5.0,21.3,53.1,21.6,33.2,74.2,182
2025-04-16,Mumbai,117.8,176.6,49.6,5.6,22.4,37.8,34.3,34.3,73.5,176
2025-04-23,Mumbai,100.5,150.7,42.0,9.9,11.2,39.6,26.7,35.4,72.6,150
2025-04-30,Mumbai,136.5,204.7,56.9,2.0,15.4,60.7,28.7,36.4,71.6,204
2025-05-07,Mumbai,98.9,148.4,41.3,3.3,16.5,31.8,43.8,37.2,70.4,148
2025-05-14,Mumbai,104.9,157.4,44.1,10.5,8.9,64.8,15.3,38.0,69.0,157
2025-05-21,Mumbai,117.4,176.1,49.9,10.6,10.8,65.1,37.8,38.7,67.5,176
2025-05-28,Mumbai,90.1,135.1,38.9,10.7,22.8,34.8,14.3,39.2,65.8,135
2025-06-04,Mumbai,109.9,164.9,48.4,9.3,12.9,8.4,5.8,39.6,64.1,164
2025-06-11,Mumbai,79.6,119.4,36.0,3.9,24.4,53.2,30.1,39.9,62.4,122
2025-06-18,Mumbai,86.1,129.2,40.2,9.0,16.1,31.2,25.2,40.0,60.6,129
2025-06-25,Mumbai,88.7,133.1,42.9,8.3,3.5,44.5,16.8,40.0,58.8,133
2025-07-02,Mumbai,104.9,157.3,52.7,8.0,15.9,22.8,26.4,39.8,57.0,157
2025-07-09,Mumbai,104.1,156.1,54.7,7.4,23.1,73.4,19.9,39.5,55.2,156
2025-07-16,Mumbai,101.3,152.0,56.0,5.0,14.0,33.1,42.4,39.0,53.6,152
2025-07-23,Mumbai,78.5,117.7,45.7,8.0,16.8,26.8,28.1,38.5,52.0,117
2025-07-30,Mumbai,65.4,98.0,40.3,3.2,13.2,81.2,23.5,37.7,50.5,98
2025-08-06,Mumbai,87.5,131.2,57.4,5.8,14.6,20.0,36.9,36.9,49.2,131
2025-08-13,Mumbai,60.9,91.4,42.6,8.8,7.5,53.3,28.9,36.0,48.0,91
2025-08-20,Mumbai,64.7,97.1,48.4,5.4,19.5,51.7,33.0,35.0,47.0,97
2025-08-27,Mumbai,51.7,77.6,41.4,6.2,22.7,22.7,25.3,33.9,46.2,113
2025-09-03,Mumbai,55.4,83.1,47.6,10.5,24.0,35.2,13.3,32.8,45.6,119
2025-09-10,Mumbai,58.2,87.3,53.5,6.0,17.0,45.6,30.2,31.6,45.2,87
2025-09-17,Mumbai,48.8,73.2,48.0,4.6,18.5,74.0,24.3,30.4,45.0,92
2025-09-24,Mumbai,49.0,73.4,51.3,8.4,10.7,25.3,19.8,29.2,45.0,73
2025-10-01,Mumbai,41.7,62.5,46.2,9.1,13.7,52.0,27.7,28.0,45.3,68
2025-10-08,Mumbai,35.9,53.8,41.7,9.3,16.3,51.2,33.4,26.9,45.8,81
2025-10-15,Mumbai,41.9,62.8,50.5,8.0,10.4,71.9,18.8,25.7,46.4,62
2025-10-22,Mumbai,38.1,57.2,47.1,8.8,8.8,44.0,27.7,24.7,47.3,57
2025-10-29,Mumbai,47.9,71.8,59.8,7.2,23.4,39.4,36.0,23.7,48.3,117
2025-11-05,Mumbai,34.7,52.1,43.2,7.3,17.1,55.1,25.1,22.8,49.6,85
2025-11-12,Mumbai,41.9,62.9,51.3,6.9,17.5,66.9,27.7,22.0,50.9,87
2025-11-19,Mumbai,42.9,64.4,50.9,2.0,15.1,37.3,14.9,21.4,52.4,75
2025-11-26,Mumbai,33.1,49.7,37.6,9.2,24.2,44.7,25.4,20.8,54.0,120
2025-12-03,Mumbai,44.0,66.0,47.5,7.0,13.7,33.4,21.1,20.4,55.7,68
2025-12-10,Mumbai,38.2,57.4,38.8,3.8,8.0,15.0,11.0,20.1,57.5,57
2025-12-17,Mumbai,45.1,67.6,42.9,11.9,12.5,5.0,25.4,20.0,59.3,67
2025-12-24,Mumbai,52.9,79.3,47.0,6.0,12.0,85.2,29.8,20.0,61.1,79
2025-01-01,Nagpur,53.6,80.3,44.0,4.8,18.0,48.0,24.8,20.2,63.1,89
2025-01-08,Nagpur,59.0,88.6,45.3,3.8,14.2,29.7,31.2,20.5,64.9,88
2025-01-15,Nagpur,70.5,105.8,50.5,7.5,6.3,75.3,36.6,21.0,66.5,105
2025-01-22,Nagpur,80.5,120.7,54.0,6.1,16.8,31.4,25.1,21.6,68.1,120
2025-01-29,Nagpur,70.6,105.9,44.5,8.7,14.7,41.7,26.5,22.3,69.6,105
2025-02-05,Nagpur,79.0,118.4,46.9,12.5,11.8,49.1,21.4,23.1,70.9,118
2025-02-12,Nagpur,87.3,131.0,49.1,6.1,12.9,91.2,44.9,24.1,72.1,130
2025-02-19,Nagpur,87.6,131.4,46.9,8.2,15.4,60.9,26.0,25.1,73.0,131
2025-02-26,Nagpur,101.3,152.0,51.7,11.7,7.3,21.0,25.9,26.1,73.8,152
2025-03-05,Nagpur,96.0,144.0,47.0,7.9,14.9,42.0,21.2,27.3,74.4,143
2025-03-12,Nagpur,112.3,168.5,53.0,7.8,18.7,20.2,14.2,28.5,74.8,168
